,index,State,Education,EmploymentStatus,Marital Status,Gender,Customer Lifetime Value,Number of Open Complaints,Months Since Policy Inception,Monthly Premium Auto,Location Code
4375,6117,50,5,30,3,20,4373.35826,0,84,113,3
4376,6121,40,2,10,2,20,12349.70232,0,4,102,3
4377,6122,30,3,10,3,10,3399.125502,1,7,87,1
4378,6124,50,5,40,2,10,8927.565817,0,72,118,3
4379,6125,40,5,10,3,10,10852.95712,5,51,97,1
4380,6126,50,3,10,3,20,4369.595738,0,35,108,1
4381,6127,20,3,10,3,10,7915.980712,0,72,99,3
4382,6131,20,1,10,2,20,3499.139864,0,87,88,3
4383,6134,20,5,30,3,10,6555.360031,0,2,86,3
4384,6135,50,3,30,3,20,3312.176781,0,39,85,3
4385,6138,30,1,10,3,20,5723.535705,0,29,71,3
4386,6141,30,3,10,3,20,6165.864761,0,56,77,3
4387,6142,20,3,10,3,10,5838.89915,0,85,73,2
4388,6143,40,1,10,3,20,9971.017125,0,59,82,3
4389,6145,20,3,10,3,10,14558.42424,0,20,73,2
4390,6146,20,3,10,3,20,9033.246265,0,42,112,3
4391,6147,20,5,10,3,10,12590.93519,0,21,106,3
4392,6148,10,3,10,1,20,8161.781091,0,63,70,1
4393,6149,40,1,10,3,20,2730.96734,0,38,69,3
4394,6151,20,3,10,3,20,5301.835462,0,79,66,3
4395,6152,30,3,10,3,20,9035.671134,0,44,113,3
4396,6153,30,3,10,3,10,4674.705262,1,50,118,3
4397,6154,30,3,10,2,20,10676.58892,0,2,89,3
4398,6155,20,3,10,2,20,7437.514997,0,73,185,3
4399,6157,30,1,40,2,20,15550.19077,0,55,71,2
4400,6158,30,1,10,2,20,33473.34946,0,95,106,3
4401,6159,30,2,10,3,10,8013.608606,0,71,66,1
4402,6160,20,1,10,3,20,5061.180855,2,66,64,2
4403,6161,10,1,10,3,10,7034.345804,3,46,63,3
4404,6162,20,3,10,1,10,3815.851163,0,83,98,3
4405,6163,20,1,10,3,20,8476.766278,3,62,108,1
4406,6164,50,5,10,2,20,19690.44179,0,39,70,3
4407,6165,20,2,40,1,20,3359.290918,0,54,88,3
4408,6168,20,4,10,3,20,6162.19867,0,4,76,1
4409,6169,30,1,10,2,10,6412.368115,2,50,83,3
4410,6170,20,5,10,3,20,10208.92761,0,59,129,3
4411,6171,40,1,30,3,20,6943.555989,0,52,61,3
4412,6172,20,3,10,3,20,9551.167226,0,86,119,2
4413,6173,30,3,10,3,10,2555.51822,0,96,65,3
4414,6174,50,5,10,3,20,2480.487171,0,95,62,2
4415,6176,30,5,10,3,10,15769.10776,0,19,133,1
4416,6177,20,5,10,3,10,22837.1392,0,70,285,3
4417,6178,40,1,10,3,20,2796.870102,1,9,70,2
4418,6179,40,5,10,2,20,2728.842912,0,75,70,3
4419,6180,20,5,30,1,20,3527.398513,0,50,96,3
4420,6181,10,5,10,3,10,2821.100535,0,37,71,1
4421,6183,20,1,10,3,10,5619.649515,0,15,71,1
4422,6184,10,1,10,3,10,4984.618655,0,99,62,1
4423,6185,10,5,10,1,20,5447.835272,0,46,70,2
4424,6186,20,5,10,3,20,9752.698201,0,12,82,1
4425,6187,30,1,10,3,20,3193.817363,0,78,79,2
4426,6188,20,2,10,3,20,8566.423522,2,80,106,2
4427,6189,30,1,10,3,20,20003.14091,1,19,84,1
4428,6192,20,5,10,2,20,4860.910322,0,6,62,1
4429,6194,50,3,10,2,10,5043.801276,0,44,65,2
4430,6195,30,1,10,3,10,2780.845565,0,78,69,2
4431,6196,50,5,10,3,10,5274.429281,0,81,67,3
4432,6199,20,1,10,3,20,2569.692441,0,44,64,2
4433,6200,20,3,10,3,10,7422.186246,0,47,189,3
4434,6201,50,1,10,1,20,2926.5223,3,1,80,3
4435,6202,40,1,10,2,20,7284.363465,0,72,92,3
4436,6203,10,1,10,3,10,22721.24078,1,21,97,3
4437,6204,20,1,10,3,10,8838.085637,3,10,114,1
4438,6205,30,3,10,3,20,13576.143,0,5,111,1
4439,6207,20,5,10,2,10,6960.920371,0,86,88,1
4440,6208,10,1,10,3,20,23536.74767,0,95,199,2
4441,6210,40,3,30,3,20,3323.856125,0,14,86,3
4442,6211,40,1,10,3,10,5380.312218,0,25,66,2
4443,6212,30,1,10,3,10,14228.23432,0,17,121,3
4444,6213,20,3,10,1,20,26016.525,0,43,83,1
4445,6214,20,1,10,3,10,7855.324623,0,36,67,3
4446,6215,10,2,10,2,20,7423.899674,0,34,62,3
4447,6217,20,5,10,1,20,8845.710917,0,51,112,2
4448,6218,20,5,10,3,20,7737.265103,1,62,65,1
4449,6219,10,1,10,3,20,2433.214447,1,65,62,3
4450,6220,30,5,10,2,10,9156.322563,0,44,117,3
4451,6221,30,1,10,3,20,11747.65373,0,23,74,3
4452,6222,20,1,10,3,10,11084.60844,0,47,70,3
4453,6223,30,3,10,3,10,7434.247572,0,92,62,3
4454,6224,20,1,10,3,10,6347.497519,0,15,81,3
4455,6225,20,3,10,3,20,2736.944466,0,84,68,1
4456,6226,10,5,40,3,10,9546.81655,0,40,124,3
4457,6227,10,3,10,3,20,9165.721087,1,8,115,3
4458,6228,10,1,10,3,10,4479.59882,3,49,117,2
4459,6229,30,5,10,3,10,38545.70689,0,10,109,2
4460,6230,30,3,10,3,20,9177.953095,0,19,115,3
4461,6233,30,2,10,3,20,15485.80378,0,72,191,2
4462,6235,20,3,10,3,20,7573.336505,0,63,94,3
4463,6238,50,2,10,3,20,7783.78421,0,18,191,3
4464,6242,10,1,10,3,10,6289.799089,2,15,81,3
4465,6243,20,3,10,3,10,4716.264294,1,84,61,3
4466,6244,30,3,10,1,20,5294.28379,0,17,67,1
4467,6245,20,1,10,3,10,7685.402943,2,45,101,3
4468,6246,30,1,10,1,10,5638.930838,0,14,74,1
4469,6247,30,5,10,3,20,2554.033928,0,67,64,3
4470,6248,20,3,10,3,10,8096.312478,0,15,67,2
4471,6249,20,2,10,3,20,21312.37811,0,35,175,3
4472,6250,20,5,10,3,20,7981.444703,0,77,67,2
4473,6251,40,3,10,3,20,31269.27308,3,88,99,1
4474,6252,30,1,10,3,20,73225.95652,0,21,202,3
4475,6254,20,5,10,3,10,15512.24997,3,92,198,3
4476,6255,20,2,10,1,20,2505.42043,0,71,63,1
4477,6256,20,5,10,1,10,4898.674401,0,76,64,1
4478,6257,20,1,10,3,20,3113.338974,0,55,77,1
4479,6258,30,1,10,3,20,17019.0061,0,8,70,1
4480,6259,50,5,10,3,10,5791.012841,1,47,74,3
4481,6261,10,4,10,2,10,3436.134281,0,43,88,1
4482,6263,30,5,10,2,20,2464.707849,0,46,63,3
4483,6264,30,1,10,3,10,3075.594979,4,16,81,2
4484,6265,20,5,30,1,20,8428.471635,0,62,113,3
4485,6268,30,1,10,3,10,7147.621865,0,88,89,1
4486,6269,20,5,10,3,20,7842.377593,1,49,99,2
4487,6270,10,2,10,3,20,3554.845264,0,83,88,1
4488,6271,20,1,30,2,10,7251.331956,0,13,66,3
4489,6272,20,5,30,3,20,5316.606293,0,1,69,3
4490,6273,10,1,10,1,10,5210.348372,0,89,66,1
4491,6277,30,3,10,1,20,2555.851671,0,10,65,3
4492,6279,30,5,30,3,20,2563.394054,0,91,66,3
4493,6282,40,3,10,3,20,7671.847478,0,46,95,3
4494,6283,30,5,10,2,20,7584.361069,0,7,95,2
4495,6284,20,5,10,2,20,7145.29959,3,23,91,3
4496,6285,20,5,10,1,20,14083.97061,4,34,62,1
4497,6286,20,3,10,3,10,13055.57087,0,77,162,3
4498,6287,40,1,10,2,20,9129.872774,1,24,114,3
4499,6289,50,5,10,3,20,4422.883059,0,37,112,3
4500,6291,30,5,40,1,10,7048.384055,0,0,194,3
4501,6292,30,1,10,3,10,5218.97082,0,48,66,3
4502,6293,10,3,10,3,20,5399.57618,0,14,67,1
4503,6297,50,1,10,3,10,2533.740057,0,17,64,2
4504,6298,40,1,10,3,10,4966.767294,1,24,64,1
4505,6299,20,3,10,2,10,4901.892602,0,5,61,1
4506,6300,50,4,10,3,10,7751.927614,0,73,194,1
4507,6302,30,1,10,3,20,2477.708203,0,3,62,1
4508,6304,50,5,10,3,20,5626.572446,0,51,70,3
4509,6307,10,2,10,3,10,5432.862643,0,5,134,3
4510,6308,10,3,10,3,10,8693.649178,0,50,108,2
4511,6309,50,5,10,3,10,15759.62394,0,91,66,3
4512,6311,20,3,10,3,20,5720.897922,0,21,72,1
4513,6312,30,3,10,3,10,8925.632207,1,57,114,3
4514,6313,50,3,10,3,20,2936.726182,0,69,74,3
4515,6314,20,2,10,1,20,2592.890469,0,45,65,3
4516,6317,10,3,10,3,10,2577.319607,0,41,64,3
4517,6318,30,1,10,3,10,4737.841289,0,78,118,1
4518,6319,20,5,40,3,10,24660.48825,0,33,72,3
4519,6321,10,5,40,3,20,2722.210707,0,70,71,3
4520,6322,30,5,30,3,20,4083.560673,0,60,107,3
4521,6324,50,5,10,3,10,10492.97256,2,37,87,1
4522,6325,20,2,10,3,10,3237.996209,3,72,83,2
4523,6326,30,3,10,1,20,4045.341004,0,84,102,1
4524,6329,20,2,30,3,20,31803.30779,0,89,114,3
4525,6331,30,3,10,3,10,8605.495006,1,44,109,1
4526,6333,30,1,10,1,10,8622.835375,0,85,73,3
4527,6334,30,5,40,3,20,5553.801956,0,28,71,1
4528,6336,10,1,40,3,20,5046.892442,0,72,65,3
4529,6337,20,3,10,2,10,8031.706693,0,18,69,3
4530,6338,20,1,10,1,10,8622.835375,0,85,73,3
4531,6339,30,3,10,3,20,9161.655119,0,64,113,2
4532,6340,30,3,10,3,20,5956.545724,0,29,74,3
4533,6341,10,1,10,2,10,8496.063681,0,72,109,3
4534,6342,30,1,10,2,20,4376.363592,0,63,111,1
4535,6343,20,5,10,1,10,22332.43946,0,3,97,3
4536,6344,20,2,10,3,10,20631.15177,0,93,87,1
4537,6345,40,3,10,1,10,3933.813993,0,20,103,3
4538,6346,20,3,10,3,10,4928.648668,0,55,123,3
4539,6348,10,1,10,3,20,10571.5377,0,27,65,1
4540,6349,40,3,10,1,20,5439.3601,0,16,69,2
4541,6350,10,4,10,3,20,7648.25947,2,25,94,2
4542,6351,40,3,10,1,10,5421.537952,2,2,71,3
4543,6353,40,1,10,3,20,11255.46343,0,60,93,2
4544,6354,20,1,10,3,10,5420.339434,0,27,69,1
4545,6355,50,5,10,3,10,2980.464566,0,39,74,2
4546,6356,30,5,10,2,10,10892.90825,0,17,91,3
4547,6357,20,5,40,3,20,11638.89947,0,77,102,3
4548,6358,10,1,10,3,10,7295.42703,0,0,62,1
4549,6361,30,3,10,2,10,13081.3077,1,53,110,1
4550,6364,40,1,10,3,10,3359.239423,1,49,83,3
4551,6365,10,3,10,3,20,3703.437656,0,87,93,3
4552,6366,20,3,10,1,20,3105.35094,0,39,78,2
4553,6367,40,3,30,3,10,4893.979609,0,30,65,3
4554,6368,20,5,10,3,20,10208.92761,0,59,129,3
4555,6369,30,5,10,3,10,8954.434101,0,9,114,3
4556,6370,20,1,10,3,20,4236.468669,0,31,105,3
4557,6372,30,1,10,3,20,3939.00637,0,28,99,3
4558,6373,20,1,10,1,20,8396.605358,0,52,72,2
4559,6376,30,1,10,3,20,9640.532979,0,16,122,1
4560,6377,30,2,40,2,10,4241.636538,4,8,64,3
4561,6378,30,5,10,1,20,3436.448003,0,76,88,3
4562,6379,50,3,10,3,20,4897.979559,3,57,63,2
4563,6380,20,4,10,2,10,17788.05705,0,13,89,1
4564,6382,50,3,10,3,20,2819.114769,0,59,70,3
4565,6386,20,5,10,3,20,3808.122147,0,38,94,3
4566,6387,50,3,10,3,20,23435.72605,0,29,65,2
4567,6389,30,3,10,3,10,23554.392,0,49,100,2
4568,6390,30,4,10,3,10,2874.074736,0,87,72,2
4569,6391,10,2,10,1,20,6135.083838,0,17,77,3
4570,6394,50,4,10,3,20,2560.082499,0,98,63,1
4571,6395,50,1,30,2,10,2333.609334,0,52,64,3
4572,6396,50,5,10,2,10,5783.175676,0,10,73,1
4573,6397,20,3,10,2,20,13295.60284,0,2,110,3
4574,6398,50,1,40,1,20,3700.420255,0,49,99,3
4575,6399,40,1,10,2,20,6488.89559,0,12,81,2
4576,6400,10,5,10,3,20,7693.119768,1,60,97,1
4577,6401,10,5,10,3,10,2630.213326,0,70,66,1
4578,6402,20,1,10,3,20,2287.91729,5,32,61,2
4579,6404,10,3,10,3,20,9209.41167,0,12,115,3
4580,6405,20,3,40,3,10,9269.677845,0,94,119,3
4581,6406,30,3,30,1,20,15002.60308,1,61,84,3
4582,6407,20,1,10,2,20,8427.172486,1,21,215,3
4583,6408,20,5,10,2,10,3011.766294,0,40,76,3
4584,6409,50,1,10,3,10,12898.59142,1,69,111,1
4585,6411,50,5,10,3,10,5551.589436,0,59,70,3
4586,6413,20,5,10,2,20,3096.511217,0,28,79,3
4587,6414,40,1,30,2,20,2359.423599,0,96,63,3
4588,6415,30,1,10,3,10,2468.443101,1,52,63,1
4589,6416,20,1,30,3,20,25640.24004,0,83,168,3
4590,6418,20,1,10,1,10,6019.92547,0,60,77,2
4591,6419,10,5,10,3,10,7258.634662,1,45,61,2
4592,6420,30,1,10,3,20,9111.75642,0,50,114,3
4593,6421,20,3,10,1,10,6369.262355,0,72,83,3
4594,6422,20,5,10,3,10,4425.749642,2,31,114,1
4595,6423,30,3,10,3,20,4950.250892,1,78,63,3
4596,6425,40,5,10,3,10,3891.537785,0,39,100,1
4597,6427,10,3,10,3,20,5310.905647,0,46,66,1
4598,6428,30,1,10,3,10,8704.278179,1,36,113,1
4599,6429,10,3,10,3,10,2698.010741,1,36,68,1
4600,6430,20,3,10,3,10,8360.14874,0,89,105,1
4601,6431,20,1,10,2,20,5316.644499,0,57,67,1
4602,6432,10,5,10,1,20,3733.034622,0,21,97,3
4603,6433,50,1,30,3,20,5407.745153,0,62,70,3
4604,6434,20,1,10,3,20,5297.673655,1,47,67,3
4605,6436,30,1,10,3,10,6508.759916,3,49,84,2
4606,6437,10,1,30,3,10,4834.397455,0,38,65,3
4607,6438,10,2,10,3,20,2927.216278,0,84,72,3
4608,6439,20,3,10,3,10,5924.667902,0,1,74,2
4609,6440,30,1,10,3,10,15262.95878,0,14,128,2
4610,6441,20,2,10,3,20,2541.627614,2,27,65,3
4611,6443,10,1,10,3,20,2434.004911,0,9,62,3
4612,6444,20,5,30,3,20,5586.965345,0,39,72,3
4613,6445,10,3,30,3,20,26197.41498,0,15,113,3
4614,6446,20,3,10,1,10,2609.877842,0,21,68,3
4615,6447,20,1,10,2,20,3265.156348,0,69,82,3
4616,6448,20,1,10,3,20,17435.68167,2,15,73,3
4617,6449,30,3,10,3,10,9080.604474,2,42,114,1
4618,6450,30,1,10,3,10,4637.034667,1,60,115,2
4619,6451,30,1,10,3,20,2615.304467,0,90,66,1
4620,6453,20,3,10,3,20,12052.98409,0,18,101,3
4621,6454,20,5,10,1,10,2647.519741,0,15,69,2
4622,6455,10,3,10,3,10,15956.02945,0,28,202,3
4623,6457,30,5,10,3,20,5583.830065,0,47,71,1
4624,6458,30,3,10,3,10,5074.841142,0,37,64,3
4625,6459,30,1,10,3,20,12045.67286,0,30,99,2
4626,6460,40,1,10,3,20,2727.082424,1,20,69,3
4627,6461,20,3,10,1,20,55277.44589,0,60,198,3
4628,6462,30,1,10,3,10,5080.23973,0,93,64,1
4629,6463,10,5,10,3,20,5838.133617,0,45,72,1
4630,6464,30,3,10,2,20,27666.30052,0,49,87,3
4631,6466,20,3,10,2,10,5330.593183,0,51,132,3
4632,6468,20,5,10,3,20,4746.759537,0,15,119,3
4633,6469,50,5,30,3,20,3423.973171,0,77,90,3
4634,6470,30,2,10,3,20,6610.048274,0,68,83,2
4635,6471,20,1,10,3,10,8044.872393,0,39,67,2
4636,6472,50,3,10,3,10,4314.174392,0,61,110,2
4637,6474,10,5,10,1,20,17646.72772,3,28,61,1
4638,6475,40,3,10,3,10,41855.17315,0,70,134,3
4639,6476,20,3,10,1,10,6620.444259,0,25,86,3
4640,6477,10,1,10,3,10,4078.290374,1,10,104,1
4641,6478,20,1,10,3,10,8382.478392,0,38,71,3
4642,6480,20,5,10,1,20,4858.116042,0,70,127,3
4643,6481,30,1,10,3,10,7240.662339,0,39,93,3
4644,6482,20,1,10,3,10,2736.53263,0,9,68,3
4645,6483,30,3,30,3,20,26197.41498,0,15,113,3
4646,6484,30,5,30,3,20,2336.286633,0,61,61,1
4647,6486,30,1,10,2,10,6376.754915,0,46,81,3
4648,6487,40,1,10,2,20,2941.828805,0,49,74,1
4649,6491,20,5,10,3,10,17569.15979,0,78,74,3
4650,6494,10,5,10,3,10,4558.972934,0,39,116,3
4651,6495,50,4,10,1,20,16710.83929,0,42,139,1
4652,6496,40,2,10,3,20,3554.845264,0,83,88,1
4653,6498,10,3,10,1,20,2909.547713,0,36,72,1
4654,6499,50,2,10,3,20,13411.31102,0,50,112,1
4655,6500,10,2,10,1,10,4574.924641,0,17,115,3
4656,6501,30,5,10,1,20,2771.045031,0,32,71,1
4657,6502,20,5,10,1,10,8038.949652,0,37,103,3
4658,6503,20,5,10,3,10,5143.647642,0,71,65,3
4659,6504,20,1,10,3,10,5032.386371,0,43,63,3
4660,6505,10,3,30,3,20,26197.41498,0,15,113,3
4661,6506,50,3,10,3,20,4894.986713,0,28,61,3
4662,6507,40,2,10,1,10,3193.459822,0,42,81,2
4663,6508,30,2,30,2,20,5096.673223,0,81,65,3
4664,6510,20,1,10,1,20,3339.299496,0,64,87,3
4665,6512,20,5,10,3,20,3557.196138,0,50,89,1
4666,6513,10,3,30,3,10,3587.359906,0,8,93,3
4667,6515,50,4,30,1,10,3023.887488,0,20,81,2
4668,6516,20,3,10,3,10,10926.69497,0,31,274,3
4669,6518,10,1,10,2,10,9915.90229,2,76,131,3
4670,6519,10,5,10,3,20,5017.610845,0,32,62,3
4671,6520,20,3,10,3,20,8625.836992,4,50,74,3
4672,6521,30,5,10,2,10,8432.519368,0,65,70,2
4673,6522,30,5,10,3,10,2642.932059,2,67,68,1
4674,6525,10,1,10,3,10,2869.743883,0,23,73,3
4675,6527,30,5,10,3,10,4285.575678,0,71,108,3
4676,6528,10,3,10,3,20,8874.551335,1,32,110,1
4677,6529,30,3,10,2,20,2578.835541,0,5,65,1
4678,6530,10,4,10,3,10,6920.999642,2,55,87,1
4679,6532,20,3,10,3,10,4027.703503,0,54,103,3
4680,6533,40,3,10,2,10,8481.310791,3,18,74,2
4681,6534,20,3,10,1,10,5191.446028,0,99,65,1
4682,6535,10,1,10,2,10,3572.49065,0,57,92,3
4683,6536,50,3,10,3,20,4869.240839,0,52,61,1
4684,6538,20,1,10,3,20,5297.918924,0,38,66,1
4685,6539,50,3,10,3,20,8750.710415,0,43,110,3
4686,6540,30,1,30,3,20,14941.90379,0,53,190,3
4687,6541,20,3,30,3,20,6503.397049,0,9,84,3
4688,6542,10,5,10,3,20,10110.96161,0,22,124,2
4689,6543,20,3,10,3,10,6459.640843,0,46,82,3
4690,6544,10,1,10,3,10,2769.252177,0,98,70,1
4691,6547,30,3,10,3,20,5733.213979,0,5,71,1
4692,6548,10,5,10,2,10,3230.576665,0,41,81,2
4693,6549,30,2,10,3,20,6314.492009,0,12,78,3
4694,6550,50,5,40,3,10,6013.73829,1,92,83,2
4695,6552,50,3,10,3,20,20096.89337,0,15,71,3
4696,6554,10,5,10,3,20,51426.24815,3,39,185,2
4697,6555,40,3,30,3,20,8079.833042,0,77,102,3
4698,6556,10,5,10,1,10,2674.730716,0,89,69,3
4699,6557,20,1,10,2,10,12421.86213,0,37,106,2
4700,6561,50,5,10,2,20,2962.982516,0,3,74,1
4701,6562,10,1,10,3,10,5764.862315,1,88,73,3
4702,6564,40,3,10,3,20,4669.22664,0,80,116,3
4703,6565,40,5,10,1,20,5384.015304,2,87,72,1
4704,6566,30,1,10,3,20,7505.768149,0,74,62,1
4705,6567,10,3,10,1,10,10551.1476,0,46,69,3
4706,6568,10,5,10,3,10,25900.19716,0,65,110,2
4707,6569,30,2,10,3,20,51016.06704,0,76,140,2
4708,6570,50,5,10,3,10,3575.04124,0,72,92,2
4709,6571,30,5,40,3,20,11638.89947,0,77,102,3
4710,6573,10,3,10,1,10,2379.825871,0,12,61,3
4711,6574,20,2,10,3,20,5460.373249,1,47,69,3
4712,6575,30,5,10,3,20,6269.592055,0,9,78,3
4713,6576,10,1,10,3,20,8709.847614,0,91,107,1
4714,6577,40,2,10,3,20,5024.777578,0,47,62,1
4715,6579,20,2,10,1,10,22325.82746,0,27,70,1
4716,6581,40,5,30,1,20,6698.974274,0,59,180,3
4717,6582,40,2,10,3,10,5479.555081,1,30,68,3
4718,6583,20,5,10,3,20,2472.469209,0,81,62,2
4719,6584,10,3,30,3,10,58207.12842,0,50,219,3
4720,6585,10,3,10,3,10,3430.316936,0,52,86,1
4721,6587,40,5,10,3,20,5964.345179,0,79,73,3
4722,6588,10,5,10,1,10,2605.599527,1,81,71,2
4723,6589,20,3,10,3,10,4758.19231,4,34,62,3
4724,6590,50,3,10,2,20,5154.051492,0,33,129,3
4725,6591,30,3,10,2,10,2805.176489,0,57,70,3
4726,6593,20,5,10,3,10,7247.736708,0,38,62,1
4727,6595,10,1,10,1,20,5821.787383,0,23,74,3
4728,6597,10,5,10,2,20,4756.913057,0,20,121,3
4729,6598,30,1,10,3,20,8083.917906,0,50,102,3
4730,6599,30,1,10,3,10,7417.406267,0,71,185,3
4731,6601,50,4,10,3,20,2432.958093,0,94,61,1
4732,6602,40,2,10,1,20,4170.687348,1,23,107,3
4733,6604,40,1,10,3,20,3758.950734,0,55,94,1
4734,6605,20,5,10,3,10,42389.00791,0,15,132,1
4735,6608,10,1,40,1,10,2453.570794,0,92,69,3
4736,6609,10,1,10,2,20,2855.925747,0,48,71,3
4737,6610,20,3,10,2,20,5771.610372,0,77,72,1
4738,6616,10,5,10,3,20,13438.04189,1,62,112,3
4739,6619,10,5,10,3,20,2671.295549,0,41,66,3
4740,6620,20,1,10,3,20,2938.814981,0,61,72,2
4741,6621,20,5,10,3,10,4911.002585,3,41,64,1
4742,6622,30,5,40,3,10,5498.940679,0,64,73,3
4743,6623,30,3,10,3,20,4757.242856,0,26,118,2
4744,6624,40,5,10,3,20,2926.886293,0,27,72,2
4745,6625,30,2,30,2,10,8509.850887,0,63,74,3
4746,6626,20,4,10,1,20,9928.986032,0,32,247,1
4747,6627,30,3,10,1,20,10089.79095,0,26,128,3
4748,6628,10,4,10,3,10,5073.282126,0,26,125,3
4749,6630,30,3,10,3,10,3360.269641,1,39,84,1
4750,6631,40,5,10,3,10,7907.133288,0,51,101,1
4751,6632,40,3,40,1,20,28328.46548,0,28,111,2
4752,6634,20,3,10,3,20,9035.671134,0,44,113,3
4753,6635,20,1,10,3,10,5364.469352,0,35,135,2
4754,6636,40,5,40,2,20,2706.606128,0,8,73,3
4755,6637,10,3,10,3,10,6167.854162,2,78,158,3
4756,6638,10,2,10,3,20,2476.046413,0,45,61,1
4757,6639,30,3,10,3,20,3056.990764,0,24,76,3
4758,6640,30,1,10,2,20,5217.513287,0,4,66,2
4759,6642,10,2,10,3,20,15739.92367,0,3,131,2
4760,6643,10,3,10,3,20,7153.671737,0,8,89,3
4761,6645,30,1,10,1,10,3142.739611,0,77,83,2
4762,6646,30,5,10,3,10,2691.596929,1,23,70,3
4763,6647,10,5,10,2,10,2500.837384,0,74,64,3
4764,6648,20,2,10,3,10,3728.873486,4,86,94,1
4765,6650,30,1,10,1,10,10391.78109,1,40,90,1
4766,6651,30,5,10,3,20,2994.351694,0,40,74,2
4767,6652,20,1,10,3,10,14203.6226,0,40,71,1
4768,6654,50,3,10,2,10,10963.95723,0,91,276,3
4769,6655,30,5,40,3,10,3508.569533,1,96,98,3
4770,6656,20,3,10,2,10,4942.873707,0,3,62,2
4771,6657,10,3,10,3,10,6218.662593,0,96,156,3
4772,6658,40,5,10,2,10,6156.363979,0,12,77,2
4773,6661,20,5,10,3,20,10295.46521,0,0,129,3
4774,6662,10,1,10,3,10,2710.811423,0,70,69,3
4775,6663,30,5,10,3,20,3363.004143,0,33,83,2
4776,6664,30,5,10,1,10,3122.984111,0,72,80,3
4777,6668,30,1,10,3,10,7163.796624,2,91,94,2
4778,6669,20,1,10,1,10,3157.551595,0,20,82,2
4779,6671,10,3,10,3,20,5809.261551,0,59,73,3
4780,6672,20,2,10,3,20,10016.28847,0,12,62,1
4781,6673,30,1,30,3,20,4914.731004,0,1,64,3
4782,6674,50,1,10,2,20,2750.540853,0,15,70,1
4783,6676,30,5,40,1,10,2393.1169,0,8,69,1
4784,6677,20,5,30,3,20,8126.766397,0,73,107,3
4785,6679,20,3,10,3,20,4300.901435,0,57,107,1
4786,6680,50,3,10,3,20,5221.14469,0,53,65,2
4787,6681,40,3,10,1,20,12383.5306,0,84,105,2
4788,6682,20,5,10,3,20,7680.748159,0,71,64,2
4789,6683,20,4,10,3,20,4014.453113,0,17,99,3
4790,6685,10,2,10,2,20,4624.557568,4,12,61,2
4791,6686,10,1,10,2,20,27789.69235,0,59,89,2
4792,6687,30,3,10,3,10,7345.897176,0,75,91,3
4793,6688,20,3,10,1,20,5323.866117,0,30,135,1
4794,6689,40,5,10,3,20,4426.096934,0,71,112,2
4795,6690,20,1,10,1,20,6852.36423,0,77,87,3
4796,6691,20,1,40,3,10,3534.337809,0,21,93,3
4797,6692,20,5,10,3,20,4349.30875,0,10,108,1
4798,6693,20,5,10,1,20,29676.81386,1,46,194,3
4799,6695,30,5,40,3,20,11638.89947,0,77,102,3
4800,6696,10,5,10,3,10,13559.39395,0,92,113,3
4801,6697,30,5,10,3,20,4282.947971,1,70,109,1
4802,6698,30,1,10,3,20,9144.856285,0,1,116,3
4803,6699,30,5,10,1,20,7434.270631,0,52,63,1
4804,6700,30,3,10,3,20,6159.011684,1,82,76,3
4805,6702,20,1,10,3,20,10622.51656,0,53,67,1
4806,6703,30,3,10,1,10,5257.241485,0,26,67,3
4807,6704,10,1,10,3,10,4881.394894,0,31,61,1
4808,6706,20,4,10,1,10,5334.183231,1,17,68,1
4809,6708,20,1,10,3,20,5470.060561,0,11,138,3
4810,6709,10,5,10,3,20,3713.790822,0,87,92,2
4811,6710,20,5,10,3,20,2894.583582,0,12,73,3
4812,6712,30,2,10,3,20,2647.204207,0,20,66,2
4813,6713,20,1,10,3,20,5461.967787,0,92,69,1
4814,6714,50,3,10,2,10,2661.82351,0,46,68,3
4815,6716,10,5,30,3,10,4567.874448,0,36,61,3
4816,6717,30,1,30,2,10,5534.569714,0,10,74,3
4817,6719,10,1,10,3,20,10656.88195,0,3,88,3
4818,6720,50,1,10,1,20,13798.47871,2,43,181,3
4819,6721,50,1,10,1,20,18060.47947,0,61,115,3
4820,6722,40,5,10,3,20,2690.477161,0,12,67,2
4821,6723,30,5,10,1,10,7409.083969,0,71,96,2
4822,6724,20,5,10,3,20,4991.535369,0,16,62,2
4823,6725,10,5,10,3,20,4434.028141,0,42,110,3
4824,6726,20,3,10,3,10,14748.92373,0,68,93,3
4825,6727,30,3,10,3,20,4916.373221,0,13,121,3
4826,6730,50,4,10,3,10,6775.924167,1,13,86,3
4827,6731,50,4,10,3,10,7540.911474,2,30,96,3
4828,6732,10,5,10,1,10,5989.773931,0,24,154,3
4829,6733,30,5,10,3,10,9171.000967,0,64,77,3
4830,6734,30,1,30,3,10,21528.56723,0,22,82,3
4831,6735,40,3,10,3,10,2675.569927,4,17,69,3
4832,6736,30,1,10,3,20,9246.223462,2,50,118,3
4833,6737,50,2,10,2,10,4860.580033,0,89,61,2
4834,6738,30,5,10,3,10,2471.145145,0,32,62,3
4835,6739,20,1,10,3,20,2760.954751,2,33,70,3
4836,6745,30,3,10,3,10,6529.911496,1,12,83,3
4837,6747,10,3,10,3,10,5154.764074,0,31,127,2
4838,6748,50,3,10,3,20,5597.12496,0,50,139,3
